displayName,__typename,TxCodeGroup.groupName,TxCodePrice.supplyPrice,TxCodePrice.taxItemType
주사(항생제)_세포탁심_50kg,TxCode,"주사, 수액",18182,2
주사(항생제)_메트로니다졸_50kg,TxCode,"주사, 수액",18182,2
주사(항생제)_컨베니아_40kg,TxCode,"주사, 수액",231819,2
주사(항생제)_아모크라_50kg,TxCode,"주사, 수액",18182,2
주사(ACTH자극)_시낙텐_50kg,TxCode,"주사, 수액",47273,2
주사(항암)_카보플라틴_50kg,TxCode,"주사, 수액",630000,2
주사(항암)_독소루비신_50kg,TxCode,"주사, 수액",630000,2
주사(항암)_미톡산트론_50kg,TxCode,"주사, 수액",735000,2
주사(항암)_비노렐빈_50kg,TxCode,"주사, 수액",682546,2
주사(진통)_멜록시캄_50kg,TxCode,"주사, 수액",18182,2
주사(항구토제)_세레니아_50kg,TxCode,"주사, 수액",27273,2
주사(이뇨)_만니톨_50kg,TxCode,"주사, 수액",18182,2
주사(모낭충)_도라멕틴(Doramectin)_50kg,TxCode,"주사, 수액",27273,2
주사(항혈전제)_크렉산_50kg,TxCode,"주사, 수액",27273,2
주사(항혈전제)_달테파린_50kg,TxCode,"주사, 수액",18182,2
주사(장염)_글루타민(디펩타민)_50kg,TxCode,"주사, 수액",27273,2
주사(조혈)_DPO_40kg,TxCode,"주사, 수액",136364,2
주사(위액억제)_판토프라졸_50kg,TxCode,"주사, 수액",27273,2
주사(심장)_피모벤단(Pimobendan)_5kg당,TxCode,"주사, 수액",70000,2
주사(항암)_빈크리스틴_10kg,TxCode,"주사, 수액",105000,2
주사(항암)_빈크리스틴_20kg,TxCode,"주사, 수액",210000,2
주사(항암)_빈크리스틴_30kg,TxCode,"주사, 수액",315000,2
주사(항암)_빈크리스틴_40kg,TxCode,"주사, 수액",420000,2
주사(항암)_빈크리스틴_50kg,TxCode,"주사, 수액",525000,2
주사(항암)_사이클로포스파미드_10kg,TxCode,"주사, 수액",157546,2
주사(항암)_사이클로포스파미드_20kg,TxCode,"주사, 수액",253000,2
주사(항암)_사이클로포스파미드_30kg,TxCode,"주사, 수액",348455,2
주사(항암)_사이클로포스파미드_40kg,TxCode,"주사, 수액",443910,2
주사(항암)_사이클로포스파미드_50kg,TxCode,"주사, 수액",539364,2
주사(항암)_젬시타빈_10kg,TxCode,"주사, 수액",210000,2
주사(항암)_젬시타빈_20kg,TxCode,"주사, 수액",315000,2
주사(항암)_젬시타빈_30kg,TxCode,"주사, 수액",420000,2
주사(항암)_젬시타빈_40kg,TxCode,"주사, 수액",525000,2
주사(항암)_젬시타빈_50kg,TxCode,"주사, 수액",630000,2
"주사(복막염,FIP)_무티엔(MUTIAN)_1병",TxCode,"주사, 수액",315000,2
주사(고칼슘혈증)_파미드론산_1병,TxCode,"주사, 수액",43000,2
"주사(관절주사,유착방지)_콜라벳0.5ml_1병",TxCode,"주사, 수액",152728,2
"주사_개_줄기세포(CKD,IBD,안과,피부,관절)_5kg",TxCode,"주사, 수액",400000,2
"주사_개_줄기세포(CKD,IBD,안과,피부,관절)_10kg",TxCode,"주사, 수액",600000,2
"주사_개_줄기세포(CKD,IBD,안과,피부,관절)_15kg",TxCode,"주사, 수액",800000,2
"주사_개_줄기세포(CKD,IBD,안과,피부,관절)_20kg",TxCode,"주사, 수액",1000000,2
"주사_개_줄기세포(CKD,IBD,안과,피부,관절)_20kg이상",TxCode,"주사, 수액",1200000,2
"주사_고양이_줄기세포(CKD,IBD,안과,피부,관절)",TxCode,"주사, 수액",600000,2
"주사(췌장효소제)_유리나스타틴 주(100,000IU)_1병",TxCode,"주사, 수액",45364,2
수혈_특수혈장 1ml(고양이)_1병,TxCode,"주사, 수액",29091,2
주사_고양이_줄기세포치료 3+1(총4회),TxCode,"주사, 수액",1800000,2
주사(아토피)_사이토포인트_40mg,TxCode,"주사, 수액",199546,2
"주사(포도당,스테로이드 비반응성 저혈당)_글루카곤_1병",TxCode,"주사, 수액",126000,2
주사(항암)_빈블라스틴_10kg,TxCode,"주사, 수액",157546,2
주사(항암)_빈블라스틴_20kg,TxCode,"주사, 수액",253000,2
주사(항암)_빈블라스틴_30kg,TxCode,"주사, 수액",348455,2
주사(항암)_빈블라스틴_40kg,TxCode,"주사, 수액",439364,2
주사(항암)_빈블라스틴_50kg,TxCode,"주사, 수액",539364,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_5kg(편측)",TxCode,"주사, 수액",227273,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_10kg(편측)",TxCode,"주사, 수액",290910,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_15kg(편측)",TxCode,"주사, 수액",354546,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_20kg(편측)",TxCode,"주사, 수액",418182,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_20kg이상(편측)",TxCode,"주사, 수액",572728,2
"주사_고양이(본원수술)_줄기세포(슬개골,십자인대,디스크)",TxCode,"주사, 수액",420000,2
수액_인슐린R 3팩 CRI_10kg,TxCode,"주사, 수액",80000,2
주사(항구토제)_온단세트론_10kg,TxCode,"주사, 수액",15819,2
주사(항구토제)_온단세트론_20kg,TxCode,"주사, 수액",21819,2
주사(항구토제)_온단세트론_30kg,TxCode,"주사, 수액",27819,2
주사(항구토제)_온단세트론_40kg,TxCode,"주사, 수액",33819,2
주사(항구토제)_온단세트론_50kg,TxCode,"주사, 수액",39819,2
주사(항발작)_미다졸람 반출_2병(10ml),TxCode,"주사, 수액",10000,2
"주사(관절주사)_조인트백스,애니콘주(15kg이하 양측주사)_1병",TxCode,"주사, 수액",152728,2
주사(인슐린)_캐니슐린_1병(2.7ml),TxCode,"주사, 수액",43000,2
주사(인슐린)_벳펜1통,TxCode,"주사, 수액",172728,2
"주사(진통)_수술중 무통제제(모르핀, 레미펜타닐, TLK)_10kg",TxCode,"주사, 수액",100000,2
"주사(진통)_수술중 무통제제(모르핀, 레미펜타닐, TLK)_20kg",TxCode,"주사, 수액",120000,2
"주사(진통)_수술중 무통제제(모르핀, 레미펜타닐, TLK)_30kg",TxCode,"주사, 수액",140000,2
"주사(진통)_수술중 무통제제(모르핀, 레미펜타닐, TLK)_40kg",TxCode,"주사, 수액",160000,2
"주사(진통)_수술중 무통제제(모르핀, 레미펜타닐, TLK)_50kg",TxCode,"주사, 수액",180000,2
주사(고지혈증치료제)_산도스타틴_1병(1ml),TxCode,"주사, 수액",31819,2
"주사(기침, 응급발작약)_부토판,디아제팜,미다졸람_1병",TxCode,"주사, 수액",2728,2
주사(마약성 진통제)_모르핀(Morphine)_첫회주사,TxCode,"주사, 수액",27273,2
주사(마약성 진통제)_모르핀(Morphine)_2회이후,TxCode,"주사, 수액",13637,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_5kg(양측)",TxCode,"주사, 수액",290910,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_10kg(양측)",TxCode,"주사, 수액",418182,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_15kg(양측)",TxCode,"주사, 수액",545455,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_20kg(양측)",TxCode,"주사, 수액",672728,2
"주사_개(본원수술)_줄기세포(슬개골,십자인대,디스크)_20kg이상(양측)",TxCode,"주사, 수액",800000,2
주사_개_줄기세포치료 3+1(총4회)_5kg,TxCode,"주사, 수액",1200000,2
주사_개_줄기세포치료 3+1(총4회)_10kg,TxCode,"주사, 수액",1800000,2
주사_개_줄기세포치료 3+1(총4회)_15kg,TxCode,"주사, 수액",2400000,2
주사_개_줄기세포치료 3+1(총4회)_20kg,TxCode,"주사, 수액",3000000,2
주사_개_줄기세포치료 3+1(총4회)_20kg이상,TxCode,"주사, 수액",3600000,2
[진료비] 예방 진료비 및 신체검사,TxCode,A. 진료,5000,2
[진료비] 진료비 및 신체검사,TxCode,A. 진료,10000,2
[진료비] 재진,TxCode,A. 진료,8000,2
[진료비] 상담비(동물 미동반),TxCode,A. 진료,8000,2
"[추가약] Pimobendan, Vetmedin 1.25mg_1T",TxCode,B.내복약,500,2
"[추가약] Pimobendan, Vetmedin 5mg_1T",TxCode,B.내복약,1500,2
"[진료비] 시간 외 진료 (야간, 점심시간)",TxCode,A. 진료,30000,2
[처방] 내복약 1일 1회_5kg 이하,TxCode,B.내복약,3000,2
[처방] 내복약 1일 2회_5kg 이하,TxCode,B.내복약,3500,2
[처방] 내복약 1일 3회_5kg 이하,TxCode,B.내복약,4000,2
[처방] 내복약 1일 1회_10kg 이하,TxCode,B.내복약,3500,2
[처방] 내복약 1일 2회_10kg 이하,TxCode,B.내복약,4000,2
[처방] 내복약 1일 3회_10kg 이하,TxCode,B.내복약,4500,2
[처방] 내복약 1일 1회_20kg 이하,TxCode,B.내복약,4500,2
[처방] 내복약 1일 2회_20kg 이하,TxCode,B.내복약,5000,2
[처방] 내복약 1일 3회_20kg 이하,TxCode,B.내복약,5500,2
[처방] 내복약 1일 1회_30kg 이하,TxCode,B.내복약,5500,2
[처방] 내복약 1일 2회_30kg 이하,TxCode,B.내복약,6000,2
[처방] 내복약 1일 3회_30kg 이하,TxCode,B.내복약,6500,2
[처방] 내복약 1일 1회_40kg 이하,TxCode,B.내복약,6500,2
[처방] 내복약 1일 2회_40kg 이하,TxCode,B.내복약,7000,2
[처방] 내복약 1일 1회_50kg 이하,TxCode,B.내복약,7500,2
[처방] 내복약 1일 3회_40kg 이하,TxCode,B.내복약,7500,2
[처방] 내복약 1일 2회_50kg 이하,TxCode,B.내복약,8000,2
[처방] 내복약 1일 3회_50kg 이하,TxCode,B.내복약,8500,2
[처방] 내복약 1일 1회_50kg 초과,TxCode,B.내복약,8500,2
[처방] 내복약 1일 2회_50kg 초과,TxCode,B.내복약,9000,2
[처방] 내복약 1일 3회_50kg 초과,TxCode,B.내복약,9500,2
캡슐 충진비_1일,TxCode,B.내복약,500,2
"[추가약] Trilostane 5mg, 베토릴, Vetoryl_1cap",TxCode,B.내복약,3000,2
[추가약] Gabapentin 가바펜틴 100mg_1cap,TxCode,B.내복약,700,2
[추가약] Gabapentin 가바펜틴 300mg_1cap,TxCode,B.내복약,1400,2
"[추가약] silymarin, 레가론, 간보호제_1cap",TxCode,B.내복약,700,2
"[추가약] Lefotil, 레포틸, 간보호제_1T",TxCode,B.내복약,800,2
[추가약] Amantadine_1T,TxCode,B.내복약,500,2
[추가약] Itraconazole_1T,TxCode,B.내복약,700,2
[추가약] Pentoxifylline_1T,TxCode,B.내복약,1000,2
"[추가약] Levetiracetam, 케프라, Keppra XR_1T",TxCode,B.내복약,4410,2
"[추가약] Esomeprazole, 넥시움_1T",TxCode,B.내복약,1200,2
"[추가약] HepaPlus, 헤파플러스_1T",TxCode,B.내복약,1200,2
"[추가약] UDCA, 간보호제_1T",TxCode,B.내복약,400,2
[추가약] Doxycycline_1cap,TxCode,B.내복약,800,2
[추가약] Clerithromycin_1T,TxCode,B.내복약,1200,2
[추가약] Psyllium_1cap,TxCode,B.내복약,300,2
[추가약] Slippery Elm_1cap,TxCode,B.내복약,300,2
[추가약] SAMe_1T,TxCode,B.내복약,750,2
"[추가약) AMC, 아모크라_1T",TxCode,B.내복약,1000,2
[추가약] Fortiflora_1포,TxCode,B.내복약,1800,2
[추가약] Sildenafil_1T,TxCode,B.내복약,3300,2
[추가약] Torsemide_1T,TxCode,B.내복약,600,2
[추가약] Phenobarbital_1T,TxCode,B.내복약,500,2
[추가약] Zonisamide_1T,TxCode,B.내복약,1000,2
[추가약] Misoprostol_1T,TxCode,B.내복약,500,2
"[추가약] Firocoxib, Previcox_1T",TxCode,B.내복약,1000,2
[추가약] Trazodone_1T,TxCode,B.내복약,700,2
[추가약] Fluoxetine_1T,TxCode,B.내복약,3300,2
[추가약] Paroxetine_1T,TxCode,B.내복약,3300,2
[추가약] Venlafaxine_1T,TxCode,B.내복약,3500,2
[추가약] Lorazepam_1T,TxCode,B.내복약,2500,2
[추가약] MMF_1cap,TxCode,B.내복약,2200,2
[추가약] Levothyroxine 0.05mg_1T,TxCode,B.내복약,200,2
[추가약] Levothyroxine 0.1mg_1T,TxCode,B.내복약,550,2
[추가약] Melatonin_1T,TxCode,B.내복약,2200,2
[추가약] Clopidogrel_1T,TxCode,B.내복약,3300,2
[추가약] Maropitant 16mg_1T,TxCode,B.내복약,5500,2
[추가약] Maropitant 24mg_1T,TxCode,B.내복약,6600,2
"[추가약] Oclatinib, Apoquel 3.6mg_1T",TxCode,B.내복약,2670,2
"[추가약] Oclatinib, Apoquel 5.4mg_1T",TxCode,B.내복약,3690,2
"[추가약] Oclatinib, Apoquel 16mg_1T",TxCode,B.내복약,6880,2
[추가약] Famciclovir_1T,TxCode,B.내복약,5000,2
[추가약] Tamsulosin_1T,TxCode,B.내복약,550,2
[추가약] Marbofloxacin_1T,TxCode,B.내복약,900,2
[추가약] 베아제_1T,TxCode,B.내복약,600,2
[추가약] Clindamycin_1cap,TxCode,B.내복약,350,2
[추가약] Carprofen 75mg_1T,TxCode,B.내복약,3300,2
[추가약] Mirtazapine_1T,TxCode,B.내복약,3500,2
"[추가약] Ferrous Sulfate, 훼로바유_1T",TxCode,B.내복약,300,2
[추가약] Selegiline_1T,TxCode,B.내복약,3000,2
[추가약] Clonidine_1T,TxCode,B.내복약,3300,2
[추가약] 레나메진_1T,TxCode,B.내복약,800,2
[추가약] Sevelamir_1T,TxCode,B.내복약,2200,2
"[추가약] Camostat mesilate, 호이판_1정",TxCode,B.내복약,1200,2
[추가약] Tylosin_1T,TxCode,B.내복약,2200,2
[추가약] Cefixime_1cap,TxCode,B.내복약,1000,2
"[추가약] Phenofibrate, 리피딜_1T",TxCode,B.내복약,330,2
[물약] Almagate_30ml,TxCode,B.내복약,11000,2
[물약] 지사제_30ml,TxCode,B.내복약,8000,2
[추가약] Acepromazine OTM 0.05ml,TxCode,B.내복약,10000,2
내복약_심장_1일2회_5kg이하 (약물2개이하),TxCode,B.내복약,3500,2
내복약_심장_1일2회_5kg이하 (약물2개이상),TxCode,B.내복약,4200,2
내복약_심장_1일2회_5~10kg이하 (약물2개이하),TxCode,B.내복약,4000,2
내복약_심장_1일2회_5~10kg이하 (약물2개이상),TxCode,B.내복약,4900,2
[물약] Propalin_30ml,TxCode,B.내복약,80000,2
[물약] Metacam_3ml,TxCode,B.내복약,30000,2
[물약] Metacam_10ml,TxCode,B.내복약,60000,2
"[추가약] Pimobendan, Vetmedin 10mg_1T",TxCode,B.내복약,2850,2
진단서발급,TxCode,C. 문서 및 보험,30000,2
진료소견서 발급,TxCode,C. 문서 및 보험,10000,2
접종증명서_종합접종/광견병_국문,TxCode,C. 문서 및 보험,10000,2
접종증명서_종합접종/광견병_영문,TxCode,C. 문서 및 보험,20000,2
기타문서 출력,TxCode,C. 문서 및 보험,2000,2
Health Certificate_예방접종 및 건강증명서_농림부서식 (2부),TxCode,C. 문서 및 보험,50000,2
EU Health Certificate_EU 국가 부속서,TxCode,C. 문서 및 보험,30000,2
광견병 중화항체검사_출국용,TxCode,C. 문서 및 보험,320000,2
방사선 1컷_10kg미만,TxCode,D. 영상검사,25000,2
방사선 1컷_10~20kg,TxCode,D. 영상검사,40000,2
방사선 1컷_20~30kg,TxCode,D. 영상검사,55000,2
방사선 1컷_30~40kg,TxCode,D. 영상검사,70000,2
방사선 1컷_40~50kg,TxCode,D. 영상검사,90000,2
방사선 1컷_50kg 초과,TxCode,D. 영상검사,110000,2
초음파_복부_10kg 미만,TxCode,D. 영상검사,70000,2
초음파_복부_10~20kg,TxCode,D. 영상검사,90000,2
초음파_복부_20~30kg,TxCode,D. 영상검사,110000,2
초음파_복부_30~40kg,TxCode,D. 영상검사,130000,2
초음파_복부_40~50kg,TxCode,D. 영상검사,150000,2
초음파_복부_50kg 초과,TxCode,D. 영상검사,170000,2
초음파_단일장기_10kg 미만,TxCode,D. 영상검사,34000,2
초음파_단일장기_10~20kg,TxCode,D. 영상검사,44000,2
초음파_단일장기_20~30kg,TxCode,D. 영상검사,54000,2
초음파_단일장기_20~30kg,TxCode,D. 영상검사,54000,2
초음파_단일장기_30~40kg,TxCode,D. 영상검사,64000,2
초음파_단일장기_40~50kg,TxCode,D. 영상검사,74000,2
초음파_단일장기_50kg 초과,TxCode,D. 영상검사,84000,2
초음파_임신진단_20kg미만,TxCode,D. 영상검사,40000,2
초음파_임신진단_20kg이상,TxCode,D. 영상검사,80000,2
초음파_비뇨기_10kg 미만,TxCode,D. 영상검사,37000,2
초음파_비뇨기_10~20kg,TxCode,D. 영상검사,47000,2
초음파_비뇨기_20~30kg,TxCode,D. 영상검사,57000,2
초음파_비뇨기_30~40kg,TxCode,D. 영상검사,67000,2
초음파_비뇨기_40~50kg,TxCode,D. 영상검사,77000,2
초음파_비뇨기_50kg초과,TxCode,D. 영상검사,87000,2
초음파_복부_정밀_10kg 미만,TxCode,D. 영상검사,90000,2
초음파_복부_정밀_10~20kg,TxCode,D. 영상검사,110000,2
초음파_복부_정밀_20~30kg,TxCode,D. 영상검사,130000,2
초음파_복부_정밀_30~40kg,TxCode,D. 영상검사,150000,2
초음파_복부_정밀_40~50kg,TxCode,D. 영상검사,170000,2
초음파_복부_정밀_50kg 초과,TxCode,D. 영상검사,190000,2
심장초음파_10kg 미만,TxCode,D. 영상검사,120000,2
방사선_위장관조영_10kg미만,TxCode,D. 영상검사,130000,2
치과방사선_1컷당,TxCode,D. 영상검사,25000,2
치과방사선_개_full mouth(전/후)_15kg 미만,TxCode,D. 영상검사,160000,2
치과방사선_고양이_full mouth(전/후),TxCode,D. 영상검사,140000,2
초음파_안과,TxCode,D. 영상검사,40000,2
CT_기본촬영_10kg,TxCode,D. 영상검사,380000,2
CT_부위추가_10kg,TxCode,D. 영상검사,150000,2
CT_조영제_10kg,TxCode,D. 영상검사,100000,2
CT_기본촬영_20kg,TxCode,D. 영상검사,450000,2
CT_부위추가_20kg,TxCode,D. 영상검사,220000,2
CT_조영제_20kg,TxCode,D. 영상검사,170000,2
CT_기본촬영_30kg,TxCode,D. 영상검사,520000,2
CT_부위추가_30kg,TxCode,D. 영상검사,290000,2
CT_조영제_30kg,TxCode,D. 영상검사,240000,2
[혈액] CBC Procyte,TxCode,E. 혈액검사,40000,2
[혈액] 가스/전해질 ABL9,TxCode,E. 혈액검사,36000,2
[혈액] idexx 혈청화학 1항목,TxCode,E. 혈액검사,15000,2
[혈액] idexx 혈청화학 10항목,TxCode,E. 혈액검사,54000,2
[혈액] idexx 혈청화학 17항목,TxCode,E. 혈액검사,136000,2
[혈액] idexx cCRP 급성염증검사,TxCode,E. 혈액검사,36000,2
"수술소모품(일회용수술포, 일회용수술복, 멸균필름)",TxCode,F. 수술/마취,100000,2
중성화수술추가_수컷(피하잠복)_10kg,TxCode,F. 수술/마취,40000,2
중성화수술추가_수컷(복강잠복)_10kg,TxCode,F. 수술/마취,200000,2
"일반 주사(SC, IV, IM)_소염제/지사제_10kg 이하",TxCode,G. 주사/처치,15000,2
"일반 주사(SC, IV, IM)_소염제/지사제_20kg 이하",TxCode,G. 주사/처치,18000,2
"일반 주사(SC, IV, IM)_소염제/지사제_30kg 이하",TxCode,G. 주사/처치,21000,2
"일반 주사(SC, IV, IM)_소염제/지사제_40kg 이하",TxCode,G. 주사/처치,24000,2
"일반 주사(SC, IV, IM)_소염제/지사제_40kg 이상",TxCode,G. 주사/처치,28000,2
"특수주사_컨베니아, Cefovecin_kg당",TxCode,G. 주사/처치,12000,2
전신마취_호흡_5kg이하_1시간당_마취모니터링 별도,TxCode,F. 수술/마취,70000,2
전신마취_호흡_5~10kg_1시간당_마취모니터링 별도,TxCode,F. 수술/마취,90000,2
마취모니터링,TxCode,F. 수술/마취,20000,2
"[수액] N/S, H/S 수액 처치_100ml",TxCode,H. 입원/수액,12000,2
정맥카테터 장착,TxCode,G. 주사/처치,5000,2
"[수액] N/S, H/S 수액 처치_500ml",TxCode,H. 입원/수액,20000,2
[수액] 수액펌프 Infusion Pump 사용_1일,TxCode,H. 입원/수액,6000,2
"[중성화]OHE+내복약(넥카라,소독약별도/수액,혈검,방사선,마취,수술 포함)_5kg",TxCode,F. 수술/마취,449000,2
"[중성화]OHE+컨베니아(넥카라,소독약별도/수액,혈검,방사선,마취,수술 포함)_5kg",TxCode,F. 수술/마취,489000,2
[입원] 일반실_당일입원_10kg,TxCode,H. 입원/수액,35000,2
[입원] 일반실_당일입원_10kg 이상 20kg 미만,TxCode,H. 입원/수액,45000,2
"특수주사_ondansetron, 온단세트론_10kg",TxCode,G. 주사/처치,29000,2
"기초관리 / 기본관리 (발톱, 항문낭, 귀청소)_소형견(~10kg)",TxCode,G. 주사/처치,17000,2
"기초관리 / 기본관리 (발톱, 항문낭, 귀청소)_중/대형견(10kg~)",TxCode,G. 주사/처치,27000,2
"[*]기초관리 / 기본관리 (발톱, 항문낭, 귀청소)_추가비용10kg당",TxCode,G. 주사/처치,10000,2
"귀 세척 및 드레싱, 외이염 (연고 점적)",TxCode,G. 주사/처치,9500,2
"양측 귓털제거 후, 귀연고점적",TxCode,G. 주사/처치,13637,1
"귀진드기 처치, 중증",TxCode,G. 주사/처치,25000,2
귀 및 피부 드레싱(dressing)_국소_1부위,TxCode,G. 주사/처치,8000,2
특수주사_메타캄_10kg 이하,TxCode,G. 주사/처치,18000,2
특수주사_메타캄_20kg 이하,TxCode,G. 주사/처치,25000,2
특수주사_메타캄_30kg 이하,TxCode,G. 주사/처치,32000,2
특수주사_메타캄_40kg 이하,TxCode,G. 주사/처치,39000,2
특수주사_메타캄_40kg 이상,TxCode,G. 주사/처치,44000,2
특수주사_세레니아(항구토제)_10kg 이하,TxCode,G. 주사/처치,22000,2
특수주사_세레니아(항구토제)_20kg 이하,TxCode,G. 주사/처치,30000,2
특수주사_세레니아(항구토제)_30kg 이하,TxCode,G. 주사/처치,38000,2
특수주사_세레니아(항구토제)_40kg 이하,TxCode,G. 주사/처치,46000,2
특수주사_세레니아(항구토제)_40kg 이상,TxCode,G. 주사/처치,52000,2
응급처치_lasix/butorphanol/diazepam/glycopyrrolate_10kg 이하,TxCode,G. 주사/처치,17000,2
응급처치_lasix/butorphanol/diazepam/glycopyrrolate_20kg 이하,TxCode,G. 주사/처치,22000,2
응급처치_lasix/butorphanol/diazepam/glycopyrrolate_30kg 이하,TxCode,G. 주사/처치,27000,2
응급처치_lasix/butorphanol/diazepam/glycopyrrolate_30kg 이상,TxCode,G. 주사/처치,33000,2
응급처치_levetiracetam IV 1회,TxCode,G. 주사/처치,35000,2
특수주사_인슐린 원내 처치 1회,TxCode,G. 주사/처치,21000,2
응급처치_Mannitol CRI_뇌압상승 응급처치 1회,TxCode,G. 주사/처치,30000,2
특수주사_vitamin K 1회,TxCode,G. 주사/처치,15000,2
특수주사_metronidazole CRI_10kg 미만,TxCode,G. 주사/처치,16000,2
특수주사_metronidazole CRI_20kg 미만,TxCode,G. 주사/처치,20000,2
특수주사_metronidazole CRI_30kg 미만,TxCode,G. 주사/처치,24000,2
응급처치_dobutamine CRI_1회,TxCode,G. 주사/처치,34000,2
특수주사_DOCP(desoxycorticosterone)_10kg 미만,TxCode,G. 주사/처치,165000,2
특수주사_DOCP(desoxycorticosterone)_20kg 미만,TxCode,G. 주사/처치,245000,2
특수주사_한방_항산화 주사,TxCode,G. 주사/처치,26500,2
특수주사_EPO/DPO(조혈호르몬)_1 syringe,TxCode,G. 주사/처치,165000,2
특수주사_ondansentron_10kg 이하 ,TxCode,G. 주사/처치,50000,2
특수주사_oxytocin 1회,TxCode,G. 주사/처치,28000,2
특수주사_산욕마비(저칼슘혈증) 처치,TxCode,G. 주사/처치,120000,2
응급처치_5% 포도당(5% Dextrose) 투여,TxCode,G. 주사/처치,11000,2
[입원] 일반실_1박 (10kg 미만),TxCode,H. 입원/수액,48000,2
[입원] 일반실_1박 (10kg 이상 20kg 미만),TxCode,H. 입원/수액,88000,2
[입원] 일반실_1박 (20kg 이상 50kg 미만),TxCode,H. 입원/수액,114000,2
[입원] 일반실_1박 (50kg 이상),TxCode,H. 입원/수액,144000,2
[입원] ICU (중증환자관리)_1박 (10kg 미만),TxCode,H. 입원/수액,69000,2
[입원] ICU (중증환자관리)_1박 (10kg 이상 20kg 미만),TxCode,H. 입원/수액,115000,2
[입원] ICU (중증환자관리)_1박 (20kg 이상 50kg 미만),TxCode,H. 입원/수액,145000,2
[입원] ICU (중증환자관리)_1박 (50kg 이상),TxCode,H. 입원/수액,175000,2
[입원] ICU (중증환자관리)_당일 입원 (10kg 미만),TxCode,H. 입원/수액,46000,2
[입원] ICU (중증환자관리)_당일 입원 (10kg 이상 20kg 미만),TxCode,H. 입원/수액,76000,2
[수액처치]특수_plasmalyte,TxCode,,18000,2
[입원]  ICU (중증환자관리)_당일 입원 (20kg 이상 50kg 미만),TxCode,H. 입원/수액,93000,2
[입원] 일반실_당일입원_20kg 이상,TxCode,H. 입원/수액,59000,2
[수액] Plasmalyte_특수 수액 처치,TxCode,H. 입원/수액,31000,2
[입원] 산소처치_1박,TxCode,H. 입원/수액,68000,2
"[입원 중 수액처치] N/S, H/S 수액 및 수액펌프 사용_1박",TxCode,H. 입원/수액,26000,2
[입원 중 수액처치] 수액 supplement 추가 (3개 이하),TxCode,H. 입원/수액,11000,2
[입원 중 수액처치] 수액 supplement 추가 (3개 초과),TxCode,H. 입원/수액,20000,2
[입원 중 주사처치] 일반주사 처치 6회 미만_1박당,TxCode,H. 입원/수액,23000,2
[입원 중 주사처치] 일반주사 처치 6회 이상 10회 미만_1박당,TxCode,H. 입원/수액,34000,2
[입원 중 주사처치] 일반주사 처치 10회 이상 14회 미만_1박당,TxCode,H. 입원/수액,42000,2
[입원] 췌장염 처치 1amp (gabexate mesylate) ,TxCode,H. 입원/수액,8900,2
[수액] 알부민 albumin_특수 수액 처치,TxCode,H. 입원/수액,26000,2
특수주사_유바실린/AMC_1 vial 사용,TxCode,G. 주사/처치,12000,2
"[수액] Voluven, hetastarch_특수 수액 처치",TxCode,H. 입원/수액,25000,2
[접종] 종합 (DHPPi) - 1차,TxCode,I. 예방,25000,2
[접종] 종합 (DHPPi) - 2차,TxCode,I. 예방,25000,2
[접종] 종합 (DHPPi) - 3차,TxCode,I. 예방,25000,2
[접종] 종합 (DHPPi) - 4차,TxCode,I. 예방,25000,2
[접종] 종합 (DHPPi) - 5차,TxCode,I. 예방,25000,2
[접종] 종합 (DHPPi) - booster,TxCode,I. 예방,25000,2
[접종] 코로나 (Corona) - 1차,TxCode,I. 예방,15000,2
[접종] 코로나 (Corona) - 2차,TxCode,I. 예방,15000,2
[접종] 코로나 (Corona) - booster,TxCode,I. 예방,15000,2
[접종] 켄넬코프 (Kennel Cough) - 1차,TxCode,I. 예방,15000,2
[접종] 켄넬코프 (Kennel Cough) - 2차,TxCode,I. 예방,15000,2
[접종] 켄넬코프 (Kennel Cough) - booster,TxCode,I. 예방,15000,2
[접종] 신종인플루엔자 (Canine Influenza) - 1차,TxCode,I. 예방,35000,2
[접종] 신종인플루엔자 (Canine Influenza) - 2차,TxCode,I. 예방,35000,2
[접종] 신종인플루엔자 (Canine Influenza) - booster,TxCode,I. 예방,35000,2
[접종] 광견병 (Rabies) 수입 ,TxCode,I. 예방,20000,2
[접종] 광견병 (Rabies) 관납,TxCode,I. 예방,5000,2
[접종] 고양이 4종종합 - 1차 ,TxCode,I. 예방,40000,2
[접종] 고양이 4종종합 - 2차 ,TxCode,I. 예방,40000,2
[접종] 고양이 4종종합 - 3차 ,TxCode,I. 예방,40000,2
[접종] 고양이 4종종합 - booster,TxCode,I. 예방,40000,2
"[혈액] 고양이 항체가검사 (FPV, FHV, FCV) ",TxCode,E. 혈액검사,55000,2
