0,1,2,3,4,5,6,7,8,9,10,11,12
"S.
저번주부터 우안 불편감 좀 줄었음
눈이 좀 촉촉해보이심
?
O.
STT 4/11
OD F stain (-), no flare, corneal fibrosis 미약
OS static
?
OD TH 자주, ND, IPo 3회
?
3주후 내원",,,,,,,,,,,,
"아내분께서 우안이 좀 커져보이신다고
남편분은 잘 모르시겠음
활력 양호
?
IOP 24/-
OD hypermature cataract, no flare, no hyperemia
OS no hyperemia, phthisis bulbi
?
OD CO, NB 2회
?
3개월 후 재진",,,,,,,,,,,,
"S.
저번주부터 동공 확장, 엊그제부터 심하게 확장
오늘부터는 안보인다고 느끼심
재작년 건강검진, 크게 이상 없었음
식욕 아주 양호
?
O.
BP #3 230 (안정적인상태)
?
IOP 21/22
OU MPD -
OU clear cornea, flare +++, fundus 관찰 불가능할정도로 안내염 심한상태
OU F stain (-)
?
안구 초음파)
- 우안 초자체 후방에서 고에코의 linear한 물질 관찰, 망막 박리 고려됨
 ; 내부로 고에코 물질 다수 관찰, 출혈/염증 등 가능성 고려
- 좌안 초자체 내에서는 고에코성 물질 소량 관찰되나 형태 다소 모호하며 출혈/염증 또는 초자체 변성 가능성 우선 고려
- 양안 렌즈 내 매우 경미한 고에코성 변성 관찰
- 양안 시신경 양호
*lens size ; OS 12.3*8.26mm / OD 12.5*8.02mm
*eyeball size ; OS 1.83*1.96cm / OD 1.89*2.03cm","*우안의 망막박리 고려, 좌안의 망막박리 여부는 금일 다소 모호하게 관찰
*양안 백내장 가능성 고려됨
?
흉부 방사선) -복부방사선 상 폐침윤 관찰되어 추가 촬영 진행함
- 폐실질 전반의 간질-기관지 침윤 고려(경미한 milliary pattern 고려)
- 심비대(VHS 10.5), 복배/배복상 심장주위 지방 음영으로 형태 평가 제한적
- 경미한 엽간열 관찰되며 흉수 동반 가능성 고려
- 폐혈관 양호하다 판단됨","복부 방사선)
- 간비대 고려됨(LL/T11 5.46)
- 복강 선예도는 양호하다 판단
- 양측 신장 결석 고려, 우측 신장 크기 정상 상한치로 판단, 좌측 신장은 결장과 겹쳐져 평가 제한적이며 외측상 고려시? 양호하다 판단(RK/L2 2.61)","*심비대 및 폐침윤 관찰되며 심질환 감별 추천됩니다.
 폐침윤은 기관지-간질 침윤 양상이나 경미하게 miliary한 양상으로도 관찰되어 CPE 또는 infiltrative disease(metastatic neoplasia(lymphoma 등))와 감별 필요합니다.
 소량의 흉수 또한 고려되며 초음파 통한 확인 추천됩니다.
*간비대 고려되며 지방간, 급성간염, 호르몬성/침윤성 질환 감별 추천
*양측 신장 결석, 우측 신장 크기 정상 상한치로 관찰되어 신수치 확인 및 초음파 통한 신장 실질 확인 추천?
?
?
A.
OU retinal detachment?
고혈압에 의한 이차적인 망막박리 우선 고려됨
?
Tx.
OU SP 6회, AO 2회, M 1회",,,,,,,,,
"S.
오른쪽눈 결막염 계속 반복
올해 2월 보호소에서 입양하심
오른쪽 귀 염증도 계속 반복중
항생제안약 점안중, 항바이러스제 2주째 점안중
?
O.
OU menace, PLR, dazzle +
IOP 16/20
OD lower eyelid 안검내번, F stain (-), keratitis + , no flare, ?시력반응 양호
하안검 외안각방향~내안각방향으로 70% 정도 안검내번
?
OS corneal fibrosis, 각막내피 brown pigmentation, no flare, 시력반응 양호, F stain (-)
?
A.
OD lower eyelid entropion
OD 하안검 수술적 교정필요
?
Tx.
OD TLo(리포직)하루 3회
퍼니펫에서 처방받으신 항생제 안약 유지
?
일주일 후 재진
?
?",,,,,,,,,,,,
"?
360도 결막플랩 진행 + 안검플랩
cefa SC
?
----------------------
조과장님, 노주연 선생님께
?
오른쪽눈 데스메막류로 내원한 친구입니다
보호자분이 수가 부담이 있으셔서 적출할까 고민하시다가 시력회복 가능성이 전혀 없는건 아니라 결막플랩 수술하기로 결정하셨습니다
동거견과 싸우다 각막 상처가 난 친구이고 보호자분과 있을 땐 매우 사나운데 입원장안에서는 겁만 많고 크게 공격성을 보이진 않았습니당..그래도 조심하시는게 좋을 것 같습니다
?
술전검사에서 심잡음 발견되어 심초진행했고 MMVD B2진단됐으나 보호자분께서 심장약 복용 후 수술 원치않으시고 위험성 감수하고라도 오늘 수술 원하셔서 위험성 충분히 고지드리고 오늘 수술 진행했습니다 (pimo IV 한번 주사했습니다)
수술중 특이사항 없었고, 0.5 fold로 수액들어가고 있으나 호흡 잘 봐주시면 감사하겠습니다.
?
3일간 입원 원하셔서 일요일 퇴원예정이고 결제는 다 하고 가셨습니다.
내복약은 지어놨습니다!
하루 1회 대표 번호로 전화 상담 간단하게 드리면됩니다. 오후시간이 전화가 편하다고 하셨습니다
밥잘먹으면 수액 빨리 끊고 내복약으로 전환하는게 좋을것 같습니다
제가 일요일까지 없어서 퇴원은 노주연선생님 앞으로 오후 3시에 잡아놨습니다
현재 안약 AV, TH 6회, MH 1회 들어가고 있고, 퇴원시 안약 AV, TH 4회, MH 1회로 안내해드리면 됩니다
내복약 잘 먹여주시고 퇴원날로 부터 일주일~10일안으로 재진잡아주세요
?
궁금하신 사항있으시면 언제든지 편하게 연락주세요
늘 감사합니다
?",,,,,,,,,,,,
"6시반에 안약 한번점안
눈을 아파해서 내원
?
오전 첫내원시 38 -> X 점안 1시간 후 27
------------------------------------------
오후 2시 검사내역
?
O.
IOP 14/18
OD hyphema 5%미만, flare ++, F stain (-), miosis 유지중, nenace + dazzle +
OS static
?
A.
우안 안압 계속 피크치는중, 시력 양호하므로 수술적 교정 필요
?
Tx
OD Co,X,SL 3회
OS Be 2회
?
P.
이번주 일요일 내원",,,,,,,,,,,,
"S.
우안 홍채랑 수정체가 붙음
X 넣고 간지러워하는 증상 잠깐
?
O.
IOP 24/20
OD clear cornea, 9시 방향 anterior lens capsule 과 홍채 유착, no flare
OS clear cornea, no flare
?
A,
PRA, OD lens subluxation, early glaucoma
?
Tx.
OU NB 2회
OD X 2회
?
한달 후 재진",,,,,,,,,,,,
"S.
상태양호
예전엔 야간 시력 저하 느끼셨는데 현재는 양호
눈 비비는 증상은 가끔?
?
O.
IOP 7/7
OU flare +, F stain (-), clear cornea, 시력반응 good
?
OU ?dexa SC
?
A.
안약 점안표 이전과 동일, AV 소진시 단약
일주일 후 재진",,,,,,,,,,,,
"S.
좌안 찡긋거리는 증상 유사
이제 양쪽눈을 같이 간지러워함
?
O.
IOP 9/10
OD flare +, F stain (-), clear cornea, immature cataract
OS flare -, F stain (+), 궤양 부위 이전보다 절반정도 감소, IOL stable, corneal edema 이전과 유사
?
A.
OS corneal ulcer, OD uveitis
좌안 궤양 개선중이나 개선 속도 현저히 느림
우안 1년만에 포도막염 재발
?
Tx
OD NB 3회
OS AK, TH 3회
?
2주후 내원",,,,,,,,,,,,
"S.
컨디션 양호하나 잠이 많아진듯
잠 많이자면서 식욕도 조금 줄었음?
호흡기 증상 없음, 피부 이전과 유사
?
O.
IOP 15/8
OD static
OS 술부 유합중, 상태양호
?
A.
OS AV, TH 4회 유지
내복약 남아있는것 까지만 먹이시기로
?
일주일 후 발사",,,,,,,,,,,,
"양안시력 반응 양호
안압 양호
?
좌안 fibrin 형성, tPA 주사, dexa SC
?
IOP 8/6
?
안약점안표참고
목요일재진",,,,,,,,,,,,
"S.
오늘 녹내장약 넣고 내원하심
컨디션 양호
?
O.
IOP 55/14
OD flare ++, F stain (-), miosis(xalatan), mild hyperemia
OS F stain (-), corneal dystrophy 이전과 유사
OU retinal detachment
?
A.
OD cidofovir or 의압삽입술 설명드림
주사시술 선택하심
?
Tx
OD NB, AO 3회, X, Co 3회 for 1W
OS Be 2회 NB 1회
?
P.
2주후 내원",,,,,,,,,,,,
"S.
검진차 내원
오른쪽눈 며칠전아파해서 인공눈물 넣어주셨음
현재는 상태양호
시력 양호
?
O.
OD corneal edema 이전보다 진행, corneal dystrophy 발생, F stain (-), no flare, 시력반응 양호
OS corneal edema ?이전보다 진행, corneal dystrophy 발생 (12시방향), F stain (-), no flare, 시력반응 양호
?
A.
각막변성 양안 모두 발생
?
Tx.
OU Na 4~6회
?
6개월 후 정기검진",,,,,,,,,,,,
"S.
상태개선
눈아파하는 증상 없음
서혜부 초음파 확인 원하심
?
O.
IOP 19/17
OD static
OS flare 미약, F stain (-), 시력반응 양호
?
서혜부 초음파 
- 양측 서혜부 탈장 확인됩니다.
? ? -? RT defect : 1*0.4cm
? ? -? Lt defect : 1*0.8cm
 - 지방 탈장되어 있으며, 압력 가할시 환납되나 재탈장 됩니다.
?
Tx.
OS NB, AT 3회
?
일주일 후 재진
서혜부탈장 설명드림, 교정술 필요
?",,,,,,,,,,,,
"S.
시력양호
눈 상태도 이전과 유사?
?
O.
IOP 24/27
OD retinal edema 이전과 유사, no flare, 출혈반점 줄어드는중, 시력반응 양호, F stain (-)
OS hyphema 이전보다 절반으로줄어듬 flare +, F stain (-)
?
A.
OS tPA 주사 다음 재진때 예정
?
Tx.?
OU SP 4회, OS M 1회",,,,,,,,,,,,
"S.
좌안 못뜨고 눈물많이나는 증상 저번주금요일부터
시력저하 증상 4~5년전부터
백내장은 1년정도?
작년 여름쯤?
건강 검진 양호
?
O.
STT OU 15
IOP 27/14
OD menace 미약, PLR + dazzle 미약, immature cataract, no flare, fundus 과반사, ONH 주변 혈관 매우 얇아져있음
OS menace - PLR + dazzle -, hypermature cataract, flare +,?
OU F stain (-)
maze 검사시 부딪힘
?
안구 초음파
 - 양안 망막 및 시신경 이상 확인되지 않음
 - 양안 경미한 유리체 변성 확인됨
 - 좌안 수정체 크기 커져있으며, 수정체 전반적인 고에코성 변화 확인됨
? ? - OS : 1.1*0.8 cm, OD : 0.88*0.6cm
 - 우안 수정체 피질 따라 고에코성 변화 확인됨
?
?
A.
PRA로 인한 cataract?
오큐글로 급여추천
현재 시력 거의 없음
?
Tx.
OS ND 2회
?
한달 후 재진
?",,,,,,,,,,,,
"S.
좌안 불편감, 눈못뜨는 증상만 있고 눈곱 충혈 없음
활력, 식욕 양호
환경 바뀐것 없음
?
O.
IOP 36/37(구안압계)
OD clear cornea, no flare, F stain (-) , MPD ++
OS clear cornea, no flare, F stain (-), mild hyperemia, MPD ++
?
A.
OS conjunctivitis(viral)
?
Tx.
NF, AC 3~4회
?
일주일 후 재진, VF 처방 보류",,,,,,,,,,,,
"S.
좌안 충혈 일주일 전부터
아파하는 증상 없음
?
O.
IOP 7/3
OD clear cornea, no flare, F stain (-), 시력반응 양호
OS hyphema로 인해 안내평가 불가능, F stain (-), 시력반응 없음
?
Tx.
OD NB 1회
OS SR 3회
?
?",,,,,,,,,,,,
"S.
분비물, 불편감 없음
활력 양호, 기침 심해짐, 식욕 양호
충혈은 이전과 유사
?
O.
IOP 17/9
OD static
OS F stain (+), hypoypon 소실, flare +, 시력반응 양호, 궤양 중앙부 desmetocele
?
A.
감염 개선중
?
Tx.
OS AV, Acf, AP 4회, MH 1회
OU IPo 2회
?
일주일 후 재진",,,,,,,,,,,,
"S.
좌안 충혈 가끔 올라옴
불편감 없음
?
O.
IOP 15/13
OU F stain (-), no flare, incipient cataract
OS corneal edema 이전과 유사
?
Tx.
OS Na 자주, NB PRN
?
3개월 후 정기검진
?",,,,,,,,,,,,
"?
?
IOP 12/15
?
OU NB 2(안약 소진시까지), IS 2회
?
3개월 후 재진",,,,,,,,,,,,
"S.
수술한 충혈
?
O.
IOP 14/24(구안압계)
STT 18/11
OD clear cornea, vitreous prolapse, no flare, incipient cataract
OS 각막 술부 양호, F stain (-), mild hyperemia, no flare, 동공 12시방향으로 치우쳐져있음, fibrin?
?
A.
OS early glaucoma, 안압 주기적인 측정 필요, 안구건조증 관리필요
?
Tx.
OS SM, TH 3회
?
2주후 재진
?",,,,,,,,,,,,
"S.
어제발견
눈이 탁해보이심
만졌을 때 아파하는 증상도 있음
?
O.
IOP 20/25
OD F stain (+), keratitis 심화, no flare, 시력반응 양호
OS clear cornea, no flare
?
A.
OD 각막염, 각막궤양
?
Tx.
AK, NF, TL 3~4회
?
일주일 후 재진",,,,,,,,,,,,
"아침에 X 점안 못하심
?
IOP OD 24, 구안압계 20
?
Co, X, Br 하루 3회 유지
?",,,,,,,,,,,,
"S.
엊그제 샤워
왼쪽눈 증상, 눈곱, 충혈
?
O.
IOP 17/19
OS F stain (+), no flare, mild hyperemia, incipient cataract
OD clear cornea, no hyperemia, incipient cataract
?
A.
OS corneal ulcer
?
Tx.
OS AK, TH 4회",,,,,,,,,,,,
"S.
눈 상태양호
눈곱 없음, 불편감 없음
?
O.
IOP 20/16
OD F stain (-), corneal facet, flare -, 시력반응 양호, 전안방내 fibrin?
OS static
?
A.
OD tPA 안내주사
?
Tx.
NB, M 2회
내과재진때 안과재진 같이",,,,,,,,,,,,
"S.
눈 상태양호?
시력 양호
?
O.
IOP 8/12
OU flare ++, F stain (-), MPD ++, mydriasis 유지중
?
A.
안약유지
OU dexa SC
혈압 여전히 높게 측정, 병원 들어오시기전에 산책하느라 좀 흥분했다고 하심
다음엔 산책안시키고 바로 오셔서 측정해보기로
?
일주일 후 재진",,,,,,,,,,,,
"?
진료 전 대기실에서 보호자분과 혈압측정
BP #3 170
-------------------------------------------------
?
S.
눈 상태개선?
시력도 좀 있다고 느끼심
?
O.
IOP 30/25
OD menace - PLR + dazzle - , flare +, retinal detachment, fundus 혈괴
OS menace - PLR + dazzle +, flare +, ONH 주변으로 망막하출혈
?
안구 초음파)
- 우안 초자체 후방에서 망막 박리 고려되는 고에코의 linear한 물질 이전과 유사하게 관찰
 ; 내부로 고에코 물질 여전히 다수 관찰, 출혈/염증 등 가능성 고려
- 좌안 초자체 내의 고에코성 물질 이전과 유사하게 모호한 형태로 소량 관찰, 출혈/염증 고려
- 양안 렌즈 내 매우 경미한 고에코성 변성 유사
- 양안 시신경 양호
*lens size ; OS 12.3*8.6mm / OD 12.0*6.83mm
*eyeball size ; OS 1.91*2.01cm / OD 1.99*1.95cm","*우안 망막박리 유사, 좌안 초자체 내 물질은 출혈/염증으로 고려
*양안 백내장 고려?
?
?
A.
좌안 ?dazzle 반응 돌아옴
망막 박리없어서 혈괴만 흡수되면 시력 더 올라갈것으로 보임
?
Tx.
OU SP 4회
일주일 후 재진",,,,,,,,,,,
"S.
2~3일전부터 왼쪽눈 눈곱
마지막 진료보고 계속 괜찮았음
?
O.
IOP 21/21
OD clear cornea, no flare, F stain (-), 안검 정상
OS mild hyperemia, mild blepharitis, corneal fibrosis
?
A.
OS conjunctivitis
?
Tx.
VF 5회, AC NF 4회",,,,,,,,,,,,
"S.
2~3일전부터 왼쪽눈 증상 시작
날이랑 거의 동시에
눈곱 다량
?
O.
IOP 23/22
OU clear cornea, no flare, F stain (-)
OS moderate hyperemia, conjunctivitis
?
A.
OS viral conjunctivitis susp.
?
Tx.
OS ?VF 5회, AC, NF 4회",,,,,,,,,,,,
"상태양호
?
IOP 11/10
OS flare 미약, F stain (-), MPD ++
?
OS SM 2회, NB 3회,?
TH 3회--> 소진시 중단",,,,,,,,,,,,
"?
IOP 15/18
OD clear cornea, immature cataract 이전과 유사
OS hypermatrue cataract, no flare, zonule 이전과 유사
?
OS NB 2회 유지",,,,,,,,,,,,
"혈당 아침300~400/저녁 200~300
활력 매우 양호
?
IOP 7/7
OU flare 미약, F stain (-), 시력반응 양호
?
OU NB 2회
?
한달 후 재진",,,,,,,,,,,,
"상태양호
계속 피부 간지러워하는 건 여전함
?
IOP 15/20
OS flare 미약, F stain (-), buphthalmos 유지중, 시력반응 양호
OD static
?
OS NB, CO 2회",,,,,,,,,,,,
"안과진료전 BT 38.6
?
S.
좌안 백탁 보이기 시작
2~3주전부터
양쪽눈 눈곱, 오른쪽이 더 심해짐
?
O.
STT 3/10
IOP 16/17
OD F stain (-), mucous discharge, no flare, incipient cataract, 이전과 유사, vitreous prolapse
OS F stain (-), vitreous prolapse, no flare, no cataract
OU Fundus 양호
?
A.
OD KCS, incipient cataract
?
Tx.
OD IO 2회",,,,,,,,,,,,
"S.
10월 오른쪽눈 증상시작, 찡긋거리고 노란눈곱, 좀 부은느낌
타병원에서 괜찮다고 들으심
왼쪽눈도 며칠전 증상 시작되서 내원하심
?
O.
IOP 21/20
OU clear cornea, no flare, F stain (-), moderate hyperemia, chemosis 동반되어 있음
양안 시력반응 양호
?
A.
OU viral conjunctivitis susp.
?
Tx.
VF 5~6회, AC, NF 3~4회
?
일주일 후 재진",,,,,,,,,,,,
"S.
오른쪽눈 붉은 눈물
입주변, 지간도 붉어짐
좌안 불편감 없음
?
O.
STT 15/17
IOP 14/15
OD clear cornea, mild hyperemia, immature cataract( 이전보다 진행)
OS corneal dystrophy 이전보다 개선, F stain (-), no flare, 시력반응 양호
?
A.
OS corneal dystrophy 개선
?
Tx.
OU NB 2회 for 2W
?
6개월 후 정기검진",,,,,,,,,,,,
"S.
3일전 충혈(왼쪽) 시작
아버님이 키우시는 아이라 히스토리는 잘 모르심
?
O.
IOP 20/19
STT 15/18
OU clear cornea, no flare, moderate hyperemia(상안검 내안각 방향), no flare
OS immature cataract, OD incipient cataract
OU fundus 양호, 수정체 안정적
?
A.
OU conjunctivitis
?
Tx.
OU SM 4회
?
2주후 재진",,,,,,,,,,,,
"S.
금요일 오른쪽눈 결막하 출혈 발견
커지지는 않는듯
불편감 없음
좌안은 이전과 같은 노란 눈곱
?
O.
IOP 19/19
OD F stain (-), 안구 5~8시방향 결막하 출혈반점 여러개, no flare
OS F stain (-), no hyperemia, no flare
?
A.
OU SM 4회
?
BP 210 #3
--------------------
혈압 높게 측정됨
반복 측정필요, 지속적으로 높다면 고혈압에 대한 처치 필요
?
일시적인 결막하 출혈일 수도 있음 설명드림
?",,,,,,,,,,,,
"S.
안보여서 그런지 이전보다 덜 돌아다님
눈 아파하는 증상 없음
눈곱은 계속 낌
?
O.
IOP OS 5
OS F stain (-), 안로 진행중, cidofovir 시술 후 상태양호
?
OS NB 2회?
?
12월 중순 재진",,,,,,,,,,,,
"S.
좌안 불편감 없어짐
안약 잘 넣어주시는중
먹는약 먹고 2회구토
?
O.
IOP 14/12
OS hypermature cataract, 결막하 출혈 개선, 안검 주변 피하 출혈, no flare, F stain (-)
OD static
?
A.
약 많이 써하고 토한다하셔서 최소한으로 항생제라도 일주일 더 먹이시도록?
눈곱 양상 안좋아보이면 빨리 내원하셔야함
?
Tx.
OS NF, AK 3회
일주일 후 재진",,,,,,,,,,,,
"S.
오른쪽눈 뿌옇게 보이시기 시작
좌안 안약 잘 넣어주시고 있으심
시력이상 없음, 통증반응 없음
?
O.
IOP 14/15
OD corneal edema, corneal facet, no flare, no ?hyperemia
OS flap 술부 양호, corneal edema 이전과 유사
?
A.
OU CED
?
Tx.
OU Na 2~6회
한달 후 재진",,,,,,,,,,,,
"상태양호
야간시력 좋음
?
IOP 7/7
OU clear cornea, flare 미약, F stain (-), 시력반응 양호
?
OU NB, SP 3회
?
2주후 내원",,,,,,,,,,,,
"상태양호
눈곱 거의 없음
?
IOP 20/25
OD 술부 양호, F stain (-)
?
OD SM 3회
?
한달 후 재진, 플랩 제거하기로, 마취필요
금식하시고 내원..",,,,,,,,,,,,
"S.
올해들어 오른쪽눈 갑자기 하얘짐
시력 이상 없다고 느끼심
?
O.
OU STT 15이상
IOP 17/20
OD corneal fibrosis, flare 미약, immature cataract, fundus 양호, menace 미약, PLR, dazzle ++
OS corneal fibrosis, no flare, early immature cataract, fundus ?양호, menace, PLR, dazzle ++
?
안구 초음파 
 - 양안 수정체의 고에코성 변화 확인됩니다. 수정체 크기는 유사합니다.
 - OD: 9.7*6.8mm, OS: 9.7*6.2mm
- 양안 시신경 및 망막 이상 소견 확인되지 않습니다.?
?
A.
OU immature cataract
OD 수술 필요한 단계이나 보호자분께서 Evan's 재발에 대한 걱정 많으심
우선 소염 관리해보기로
?
Tx.
OD NB 2회",,,,,,,,,,,,
"S.
잘지냄
눈 상태양호?
?
O.
IOP OS 19
OS F stain (-), corneal dystrophy 이전보다 진행, no flare
?
Tx.
OS
Lu, Co, X 3회
Tv, Tf, AZ 3회
SM 1회,? SMo 1회
?",,,,,,,,,,,,
"S.
상태개선
안압이 계속 높게 나온다고 해서 보호자분과 함께 안압 측정 원하심
?
O.
IOP 35/35(구안압계)
OU clear cornea, no flar,e no hyperemia
?
A.
오늘은 검사시 공격성 보임..
다음에는 보호자분 없이 검사 예정
?
Tx.
OS NF, AC 2회 일주일 사용 후 D/C",,,,,,,,,,,,
"S.
3~4일전부터 우안 긁는 증상
눈곱, 각막 뿌옇게 변함
?
O.
IOP 15/20
OD melting ulcer, severe keratitis, 시력반응 양호
OS 각막 술부 양호
?
A.
OD melting ulcer
?
Tx.
OD AP, ACf 6회, M 1회
일주일 후 재진",,,,,,,,,,,,
"S.
활력 양호
식욕 양호
?
O.
술부 s/o 진행
OS 결막플랩 잘 유지중
OD static
?
Tx.
OS AV, TH 2회
?
2주후 내원",,,,,,,,,,,,
"S.
왼쪽눈 충혈 6~7월부터 시작
저번주에 타병원가셔서 안압 측정, 안압 23으로 괜찮다고 들으심
눈이 계속 커지고 붉어서 이상해서내원하심
?
O.
IOP 21/68
STT 14/11
OD clear cornea, no flare, 6~8시 방향 vitreous prolapse, menace, PLR, dazzle ++, fundus 양호
OS buphthalmos, flare ++, F stain (-), severe hyperemia, fundus retinal detachment, menace - PLR + dazzle -
?
A.
OS glaucoma, retinal detachment
유전적 소인 있는 종으로 우안 관리 중요
Cidofovir 시술 설명드렸음, 보호자분께서 안약으로 관리하다가 안되면 주사시술 원하심
?
Tx.
OS CO, X, SP 3회
OD Be 2회
안약 점안표 만들어 드림",,,,,,,,,,,,
"S.
상태양호
ND는 1회씩 점안중(너무 물려고해서..)
IO는 2회 잘 넣고 있으심
안약 다떨어지셔서 내원
?
O.
STT 17/10
IOP 19/18
OD corneal edema 이전과 유사, no flare, no hyperemia, hypermature cataract
OS keratitis 이전보다 미약하게 개선, no hyperemia, hypermature cataract, no flare
?
A.
OU hypermature cataract, OS KCS
?
Tx.
OU ND 1회, OS IO 2g회",,,,,,,,,,,,
"S.
오른쪽눈 불편감 없음?
일주일정도 지나니까 눈물 나오기 시작
?
O.
IOP 9/13
OD F stain (-), corneal dystrophy 미약하게 발생, no flare
OS static
양안 MPD ++, maze 야간 부딪힘 주간은 양호
?
Tx.
OU TE, TH 3회
?
한달 후 재진",,,,,,,,,,,,
"S.
어제저녁 7시 안약 점안하시려고 보니까?
갑자기 눈이 붉어져있음
?
O.
IOP 18/-
STT 10/12
OD F stain (+), 선형으로 각막궤양 발생, no flare,?
OS static
?
A.
OD glaucoma, corneal ulcer
?
Tx.
OD AV, NB, Co, X 3회, IS 2회, TH PRN
?
일주일 후 재진",,,,,,,,,,,,
"S.
잘지냄
눈 말라보이는 증상 없음
?
O.
STT OU 14
IOP 18/15
OU menace + dazzle +
OU CED 이전과 유사, pigmentary keratitis 이전보다 진행
?
A.
OU CED, KCS
?
Tx.
OU AO, SF 2회, IO 2회, Na 2~6회
?
한달 후 재진",,,,,,,,,,,,
"S.
10월초 좌안 백탁 시작
2기 진단 받으심
?
O.
STT 14/11
IOP 19/12
OS hypermature cataract, flare ++, menace - PLR + dazzle +
OD incipient cataract(후낭쪽), no flare, MPD ++
?
안구 초음파)
- 좌안 수정체는 다소 irregular한 형태로 관찰되며 cortical thickening 및 내부 고에코 변화 동반되어 관찰
 우안과 비교 시 수정체 크기 다소 작게 관찰
 ; 후낭에서 외부로 돌출 정도는 경미하나 타원형의 돌출 양상 부분 관찰됨(1.5*2.6mm 크기)
- 좌안 초자체 내에는 극소량의 echogenic한 물질 관찰되며 초자체 변성 고려
- 우안 렌즈 내 매우 미약한 고에코 변성 관찰, 수정체 형태 양호
*lens size ; OS 9.75*5.79mm OD 10.1*6.66mm
*eyebal size ; OS 1.84*1.77cm OD 1.87*1.76cm","*양안 백내장 고려, 정도는 좌>우로 관찰
*좌안 수정체 크기는 우안보다 다소 작게 관찰되며 뚜렷한 파열부위는 관찰되지 않으나 후낭쪽에서 다소 돌출된 양상의 영역이 관찰되어 파열 가능성 배제할 수 없음","-by 오미주?
?
A.
OS hypermature cataract, OD incipient cataract
염증개선 후 수술필요
?
Tx.
OS SP 4회, MH 1회
?",,,,,,,,,,
"S.
눈물은 양쪽이 왔다갔다
아침 8시반쯤 안약 점안하심
?
O.
IOP 16/5
OD F stain (-), menace - dazzle + , PLR -(miosis, xalatan), flare 미약
OS phthisis bulbi 진행중, F stain (-)
?
A.
OU PLL , OD glaucoma
?
Tx.
OU NB, X 2회, OD Co 2회",,,,,,,,,,,,
"S.
좌안 가끔 뿌옇게 보일 때가 있음
TE 쓰고 불편감 없었음
?
O.
IOP 16/13
OS keratitis 이전과 유사, corneal dystrophy 개선
OD keratitis 이전과 유사
OU F stain (-), no flare
?
A.
OU chronic keratitis
?
Tx.
OU ND(NB에서 변경), X, TE 2회, IO 2회
?
안약다쓰시면 재진",,,,,,,,,,,,
"S.
충혈 없음
?
O.
STT 15/15
IOP 23/21
OD static
OS TEL 수포완화, no flare, incipient cataract
?
A.
OS SM 2회 2주간 사용 후 단약
IO 1회 유지",,,,,,,,,,,,
"S.
2년반전부터 시작
데리고 오셨을 때 부터 눈 안좋았음
동거묘 1마리
증상은 wax n wane
3~4일전부터 악화
?
O.
IOP 21/51
OS F stain (+) severe keratitis로 인해 안내평가 불가능, buphthalmos, menace - PLR 평가불가 dazzle -
OD clear cornea, 시력양호, no flare, F stain (-)
?
안구 초음파)
- 좌안의 전안방은 뚜렷하게 팽대되어 관찰되며 내강으로 각막과 연결성을 보이는 echogenic한 계면을 가지는 낭성 구조물이 관찰
 ; OS 7.2mm OD 4.5mm
- 좌안의 홍체-섬모체 수준에서 낭성 구조물들이 일부 관찰되며 iridociliary cyst 가능성 고려
- 양안 초자체 및 망막, 시신경의 이상 소견은 관찰되지 않음
*lens size ; OS 12.5*7.46mm OD 11.3*7.24mm
*eyeball size ; OS 2.36*1.95cm OD 1.81*1.98cm","*좌안의 iridociliary cyst 가능성 고려되며 전안방 팽대의 원인일 가능성 고려됩니다.?
?
A.
좌안 크기 이미 많이 커진것으로 보아 녹내장 이전부터 있던것으로 보임
시력 없음
치료 반응 좋지 않을시 적출권고됨
?
Tx
OS NF, AK 3~4회, Tr, EY 3회",,,,,,,,,,,
"S.
아이가 아파서 5일정도 토리 안약을 못넣어주심
좌안 엄청 커지고 아파했음
?
O.
IOP 14/17
OS clear cornea, flare ++, F stain (-), RD, buphthalmos
OD clear cornea, no flare, F stain (-), 안저 정상
?
A.
OS glacuoma, uveitis
?
Tx.
OS SP, CO 2회
Cidofovir 시술고민하시다가 우선 안약 처치 더해보시기로 하심
시력 없는눈이라 주사시술 언제든 결정하셔도 됨",,,,,,,,,,,,
"X 2일에 1회들어가면 눈이 뿌옇게 보임
요즘엔 하루 1회정도 넣어주시는중
?
다음주 재진 예정",,,,,,,,,,,,
"?
IOP 14/16
OD menace + dazzle +, flare ++, fundus 양호, incipient cataract(posterior capsule), F stain (-), 결막하 출혈 어제와 유사
OS MPD ++, no flare, clear cornea
------------------------------------------------------
?
안약 유지
재진 다음 내과재진에 맞춰서
?
퇴원시 안약 SP 4회, AO, M 2회로 안내부탁드립니다~",,,,,,,,,,,,
"세종에서 양안 각막궤양 치료중이였음
?
O.
STT 12/7
IOP 18/13
OU menace + dazzle +
OD mild hyperemia, miosis, flare +++, F stain (-), corneal facet, dystrophy, fibrosis 함께 동반되어 있음,?
OS mild hyperemia, corneal fibrosis, F stain (+), no flare
?
A.
OU corneal fibrosis
OD uveitis(원인불명??), OS KCS, corneal ulcer
?
Tx.
OD NF, AO 6회, M 2회
OS AO, TH 6회",,,,,,,,,,,,
